"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","684670","14/09/2024 - 18:12","MENINO DEUS","RUA SARMENTO LEITE","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.03607110884357","-51.223046779632575","",""
"PORTO ALEGRE","684670","14/09/2024 - 18:12","MENINO DEUS","RUA SARMENTO LEITE","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.036238293881876","-51.22302353427256","",""
"PORTO ALEGRE","684690","14/09/2024 - 20:22","PETRÓPOLIS","SENADOR TARSO DUTRA","OCORRÊNCIA NÃO ATENDIDA","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.03941475601674","-51.17380142211914","",""
"PORTO ALEGRE","684739","14/09/2024 - 22:39","PARTENON","AVENIDA BENTO GONÇALVES 3850","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.062965695316702","-51.160218715667725","",""
"PORTO ALEGRE","684779","15/09/2024 - 04:41","BELÉM NOVO","JUCA BATISTA","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.20320782371654","-51.17888689041138","COLISÃO/CHOQUE",""
"PORTO ALEGRE","684782","15/09/2024 - 06:15","RUBEM BERTA","DEZ","TROTE","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.02018724115863","-51.101338853458465","",""
"PORTO ALEGRE","684802","15/09/2024 - 09:43","PRAIA DE BELAS","BORGES DE MEDEIROS","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.043965650028106","-51.22896909713745","ACIDENTES DE TRÁFEGO/LAVAGEM DE PISTA",""
"PORTO ALEGRE","684817","15/09/2024 - 11:59","RUBEM BERTA","CIDADE DE ARAGUARI","INCÊNDIO","ATP-201","1º BBM / ESTADO MAIOR","-30.013610021841952","-51.09642505645753","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","684817","15/09/2024 - 11:59","RUBEM BERTA","CIDADE DE ARAGUARI","AÇÕES PREVENTIVAS","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.99604074718642","-51.09055635834706","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","684836","15/09/2024 - 14:24","SANTANA","ENGENHEIRO VESPÚCIO DE ABREU","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.041894554795956","-51.210789084434516","CONTAINER",""
"PORTO ALEGRE","684847","15/09/2024 - 15:41","JARDIM CARVALHO","RUA GRÉCIA","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06577685148515","-51.14374002934834","DE ANIMAL",""
"PORTO ALEGRE","684880","15/09/2024 - 17:58","RIO BRANCO","DOUTOR LAURO DE OLIVEIRA","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.035983947022416","-51.19956986061171","TERRESTRE",""
"PORTO ALEGRE","684883","15/09/2024 - 18:14","RESTINGA","IGNÊS E FAGUNDES","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.146184849985","-51.14329013674287","LIXO",""
"PORTO ALEGRE","684902","15/09/2024 - 19:47","RUBEM BERTA","BERNARDINO SILVEIRA AMORIM","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.00402203678761","-51.099794601680365","LIXO",""
"PORTO ALEGRE","684905","15/09/2024 - 20:13","LOMBA DO PINHEIRO","6014","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.107693332170143","-51.129086316961796","EXTERMÍNIO",""
"PORTO ALEGRE","684933","15/09/2024 - 21:41","BOM FIM","VASCO DA GAMA","PRODUTOS PERIGOSOS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.031782167881087","-51.21200546512073","EXPLOSIVO",""
"PORTO ALEGRE","684938","15/09/2024 - 22:08","CAVALHADA","ÂNGELO BARBOSA","SALVAMENTO/BUSCA/RESGATE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.104574748589744","-51.22766017252861","REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","684970","16/09/2024 - 08:02","SANTA CECÍLIA","SILVA SO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.041940992383303","-51.19920730590821","",""
"PORTO ALEGRE","684978","16/09/2024 - 09:06","RESTINGA","C DOIS","SALVAMENTO/BUSCA/RESGATE","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.145349850972888","-51.14363193511963","DE ANIMAL",""
"PORTO ALEGRE","684981","16/09/2024 - 09:12","SÃO JOSÉ","MARTINS DE LIMA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.067534077390064","-51.1684799194336","CORTE TOTAL",""
"PORTO ALEGRE","684985","16/09/2024 - 09:22","IPANEMA","JOSÉ SANGUINETTI","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.12445397558511","-51.23337876938261","VISTORIA",""
"PORTO ALEGRE","685019","16/09/2024 - 11:08","PASSO DAREIA","ITAPEVA","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01518934473831","-51.16637709069943","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","685040","16/09/2024 - 12:22","RUBEM BERTA","JOAO FERREIRA JARDIM","OCORRÊNCIA NÃO ATENDIDA","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.008240133744643","-51.09874244208417","",""
"PORTO ALEGRE","685042","16/09/2024 - 12:30","MOINHOS DE VENTO","24 DE OUTUBRO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.022026558760864","-51.19397163391114","",""
"PORTO ALEGRE","685066","16/09/2024 - 13:59","JARDIM DO SALSO","JOAQUIM PORTO VILLANOVA","AVERIGUAÇÃO/CORTE DE ÁRVORE","APP-9787","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.054329763023215","-51.15923166275025","CORTE PARCIAL",""
"PORTO ALEGRE","685071","16/09/2024 - 14:08","PRAIA DE BELAS","AURELIANO DE FIGUEIREDO PINTO","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.043445558435746","-51.22826099395752","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","685073","16/09/2024 - 14:22","SANTA TEREZA","RUA DORMÊNIO","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.075593229148804","-51.228057146072395","DE ANIMAL",""
"PORTO ALEGRE","685088","16/09/2024 - 15:07","RUBEM BERTA","ELVIO ANTÔNIO FILIPETTO","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.998335317909277","-51.11284271039901","LIXO",""
"PORTO ALEGRE","685125","16/09/2024 - 17:23","NONOAI","GREGÓRIO DA FONSECA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.09034966837931","-51.229806793201334","LIXO",""
"PORTO ALEGRE","685136","16/09/2024 - 17:56","SÃO SEBASTIÃO","BALTAZAR DE OLIVEIRA GARCIA","PRODUTOS PERIGOSOS","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.011566379290294","-51.12721425804466","BIOLÓGICO",""
"PORTO ALEGRE","685146","16/09/2024 - 18:24","VILA JARDIM","CIRCULAR","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.028175842069473","-51.15242927003866","VISTORIA",""
"PORTO ALEGRE","685156","16/09/2024 - 19:15","PRAIA DE BELAS","AV PADRE CACIQUE 1372","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.066410572082315","-51.23698353767395","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","685156","16/09/2024 - 19:15","PRAIA DE BELAS","AV PADRE CACIQUE 1372","AÇÕES PREVENTIVAS","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.065639895777522","-51.23592138290405","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","685156","16/09/2024 - 19:15","PRAIA DE BELAS","AV PADRE CACIQUE 1372","AÇÕES PREVENTIVAS","ATP-201","1º BBM / ESTADO MAIOR","-30.064674220612034","-51.23519225424967","FESTAS E EVENTOS",""
"PORTO ALEGRE","685162","16/09/2024 - 19:22","RESTINGA","ESTRADA JOAO ANTONIO DA SILVEIRA","OCORRÊNCIA NÃO ATENDIDA","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.14922789768472","-51.131958961486816","",""
"PORTO ALEGRE","685169","16/09/2024 - 19:49","PETRÓPOLIS","MARIZ E BARROS","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.045563057131922","-51.18240594863892","DE ANIMAL",""
"PORTO ALEGRE","685179","16/09/2024 - 21:05","CENTRO HISTÓRICO","RUA DA CONCEIÇÃO","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.024706509138152","-51.22018218040467","LIXO",""
